name,mode,rx freq,tx freq,bandwidth,auto scan,squelch mode,lone worker,talk around,rx only,repeater slot,colour code,private call confirmed,data call confirmed,privacy mode,privacy key,emergency alarm ack,compressed udp data header,display ptt id,reverse burst turn off code,qt reverse,vox,gps system,admit criteria,rx rel freq,tx rel freq,tx power,scan list,contact,rx group,emergency system,tx time out,tx time out rekey delay,decode 1,decode 2,decode 3,decode 4,decode 5,decode 6,decode 7,decode 8,tx dtmf,rx dtmf,rx ctcss cdcss,tx ctcss cdcss,tx gps info,rx gps info
bm26 YSF-BM X   ,2,43847500,43147500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm26 TG9 S2     ,2,43847500,43147500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 21,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 2RHX Scan  ,2,43875000,43175000,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 TG9 S1     ,2,43875000,43175000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 TG505 AU   ,2,43875000,43175000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 TG5050 AU  ,2,43875000,43175000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 TG5052 NSW ,2,43875000,43175000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27. TG505001  ,2,43875000,43175000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 YSF-BM X   ,2,43875000,43175000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm27 TG9 S2     ,2,43875000,43175000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 22,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 2RGP Scan  ,2,43873750,43173750,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG9 S1     ,2,43873750,43173750,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG505 AU   ,2,43873750,43173750,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG5050 AU  ,2,43873750,43173750,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG5052 NSW ,2,43873750,43173750,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG505001   ,2,43873750,43173750,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 YSF-BM X   ,2,43873750,43173750,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm28 TG9 S2     ,2,43873750,43173750,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 23,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 2JDS Scan  ,2,44980000,44280000,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,    1,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG9 S1     ,2,44980000,44280000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG505 AU   ,2,44980000,44280000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,   15,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG5050 AU  ,2,44980000,44280000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,   29,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG5052 NSW ,2,44980000,44280000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,   31,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG505001   ,2,44980000,44280000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,   38,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 YSF-BM X   ,2,44980000,44280000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,   37,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
bm29 TG9 S2     ,2,44980000,44280000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 24,    5,  2,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. 3RSU Scan   ,2,43810000,43270000,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG1 WW CALL ,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG5 VK Bcast,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG8 S1 LINK ,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG9 S1 LOCL ,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG13 WWE    ,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG113 UA CHA,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG123 UA ENG,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TF153 SthPac,2,43810000,43270000,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 32,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
30. TG505 AU    ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG3800 AU + ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG3802 NSW  ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG3803 VIC  ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG3805 SA W ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   22,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG3807 TAS W,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,   24,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
30. TG9 REF     ,2,43810000,43270000,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 32,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. 3RTE Scan   ,2,43891250,43191250,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG1 WW CALL ,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG5 VK Bcast,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG8 S1 LINK ,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG9 S1 LOCL ,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG13 WWE    ,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG113 UA CHA,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG123 UA ENG,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG153 SthPac,2,43891250,43191250,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 33,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
31. TG505 AU    ,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG3800 AU + ,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG3802 NSW  ,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG3803 VIC  ,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG3805 SA W ,2,43891250,43191250,0,0,0,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,1,0,0, 33,   22,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG3807 TAS W,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,   24,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
31. TG9 REF     ,2,43891250,43191250,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 33,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. 3RZU Scan   ,2,43967500,43467500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG1 WW CALL ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG5 VK Bcast,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG8 S1 LINK ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG9 S1 LOCL ,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG13 W/W ENG,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG113 UA CHA,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG123 UA ENG,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG153 SthPac,2,43967500,43467500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 35,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
32. TG505 AU    ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG3800 AU + ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG3802 NSW  ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG3803 VIC  ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG3805 SA W ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   22,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG3807 TAS W,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,   24,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
32. TG9 REF     ,2,43967500,43467500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 35,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. 3RMC Scan   ,2,43937500,43437500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG1 WW CALL ,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG5 VK Bcast,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG8 S1 LINK ,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG9 S1 LOC  ,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG13 WWE    ,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG113 UA CHA,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG123 UA ENG,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG153 SthPac,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 28,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
33. TG505 AU    ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG3800 AU + ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG3802 NSW  ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG3803 VIC  ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG3805 SA   ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   22,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG3807 TAS  ,2,43937500,43437500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,   24,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
33. TG9 REF     ,2,43937500,43437500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 28,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. 3RMM Scan   ,2,43982500,43482500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG1 WW CALL ,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG5 VK Bcast,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG8 S1 LINK ,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG9 S1 LOCL ,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG13 WWE    ,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG113 UA CHA,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    9,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG123 UA ENG,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   10,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG153 SthPac,2,43982500,43482500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,1,0,0, 0,0,0,0,1, 29,   13,  1,  0, 12,  0,0,0,0,0,0,0,0,0,  0,  0,65535,65535,1,1
34. TG505 AU    ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   15,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG3800 AU + ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   17,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG3802 NSW  ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   19,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG3803 VIC  ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   20,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG3805 SA   ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   22,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG3807 TAS  ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,   24,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
34. TG9 REF     ,2,43982500,43482500,0,0,1,0,0,0,2, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 29,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. 3RPT Scan   ,2,43952500,43452500,0,1,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    1,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. TG1 WW CALL ,2,43952500,43452500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    2,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. TG5 VK Bcast,2,43952500,43452500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    3,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. TG8 VIC S1  ,2,43952500,43452500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    4,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. TG9 S1 LOC  ,2,43952500,43452500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    5,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
35. TG13 WWE    ,2,43952500,43452500,0,0,1,0,0,0,1, 1,0,0,0, 0,0,1,1,0,0,0, 0,0,0,0,1, 31,    6,  1,  0, 12,  0,0,0,0,0,0,0,1,0,  0,  0,65535,65535,1,1
